,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
10,GO_Biological_Process_2021,negative regulation of mitotic metaphase/anaphase transition (GO:0045841),7/22,0.00012485247678664885,0.0210546676762939,0,0,8.03978102189781,72.26458847693304,CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1
11,GO_Biological_Process_2021,mitotic nuclear division (GO:0140014),13/74,0.0001841838668789951,0.0284717560883779,0,0,3.682779365318093,31.670341127191044,SPAG5;UBE2C;PLK1;CDCA8;KIF11;NDC80;SGO1;TPX2;KIF18A;KIF18B;ESPL1;KIFC1;MISP
12,GO_Biological_Process_2021,mitotic metaphase plate congression (GO:0007080),10/51,0.0004030781064571428,0.051980035751454,0,0,4.20770758485261,32.889042263091,CENPE;KIF18A;KIFC1;CDCA5;NUF2;KIF14;CDCA8;KIF2C;CEP55;NDC80
13,GO_Biological_Process_2021,negative regulation of chromatin organization (GO:1905268),5/13,0.0004483453218454261,0.051980035751454,0,0,10.75193533697632,82.89684960402266,H1-5;H1-4;H1-6;H1-1;H1-3
14,GO_Biological_Process_2021,negative regulation of chromatin silencing (GO:0031936),5/13,0.0004483453218454261,0.051980035751454,0,0,10.75193533697632,82.89684960402266,H1-5;H1-4;H1-6;H1-1;H1-3
15,GO_Biological_Process_2021,negative regulation of gene silencing (GO:0060969),5/13,0.0004483453218454261,0.051980035751454,0,0,10.75193533697632,82.89684960402266,H1-5;H1-4;H1-6;H1-1;H1-3
16,GO_Biological_Process_2021,meiotic sister chromatid cohesion (GO:0051177),4/8,0.0005384526455455215,0.0525699819729969,0,0,17.191082802547772,129.39403119067265,SGO1;BUB1B;HORMAD1;BUB1
17,GO_Biological_Process_2021,mitotic spindle elongation (GO:0000022),4/8,0.0005384526455455215,0.0525699819729969,0,0,17.191082802547772,129.39403119067265,KIF4B;KIF4A;KIF23;AURKB
18,GO_Biological_Process_2021,mitotic spindle midzone assembly (GO:0051256),4/8,0.0005384526455455215,0.0525699819729969,0,0,17.191082802547772,129.39403119067265,KIF4B;KIF4A;KIF23;AURKB
19,GO_Biological_Process_2021,nucleosome organization (GO:0034728),14/94,0.0006206423151391022,0.0575645747291517,0,0,3.023852157943067,22.3304092296199,H2BC9;H2BC3;H1-1;H2BC17;H2BC18;H1-3;H1-5;H2BC13;H1-4;H2BC14;H1-6;H3C13;H2BC10;H2BC11
20,GO_Biological_Process_2021,kinetochore assembly (GO:0051382),4/9,0.000926927379614605,0.0804108671166149,0,0,13.75213830755232,96.03991901106492,CENPE;CENPF;CENPA;DLGAP5
21,GO_Biological_Process_2021,nucleosome positioning (GO:0016584),5/15,0.0009536598795501504,0.0804108671166149,0,0,8.60063752276867,59.81918394663385,H1-5;H1-4;H1-6;H1-1;H1-3
22,GO_Biological_Process_2021,nucleosome assembly (GO:0006334),10/58,0.0011607180260693,0.0936144321025471,0,0,3.5927493138151876,24.28237398633213,H2BC9;H2BC13;H2BC14;H3C13;H2BC10;H2BC3;H2BC11;H2BC17;H2BC18;ASF1B
23,GO_Biological_Process_2021,mitotic cytokinesis (GO:0000281),9/49,0.0012739752982538,0.0982814820585026,0,0,3.8782678244972577,25.851032859504045,ANLN;ESPL1;KIF4B;KIF4A;PLK1;KIF23;KIF20A;CENPA;CEP55
24,GO_Biological_Process_2021,regulation of chromatin silencing (GO:0031935),5/16,0.001324548275721,0.0982814820585026,0,0,7.818347408511343,51.80971612770012,H1-5;H1-4;H1-6;H1-1;H1-3
25,GO_Biological_Process_2021,"protein localization to chromosome, centromeric region (GO:0071459)",5/17,0.0017918961337811,0.1278448972370776,0,0,7.16643897996357,45.32400664449889,CDK1;TTK;KNL1;CENPA;AURKB
26,GO_Biological_Process_2021,regulation of cell cycle process (GO:0010564),14/106,0.00204243233634,0.1403226660707707,0,0,2.6277598115542777,16.27532958865214,SPAG5;PLK1;KIF11;MKI67;CDC25C;PKMYT1;AURKB;AURKA;SIX3;NEK2;KIF20A;HORMAD1;FSD1;BUB1
27,GO_Biological_Process_2021,regulation of chromosome segregation (GO:0051983),5/18,0.0023694636343719,0.1569769657771419,0,0,6.614824155807763,39.9872183634903,KIF2C;HORMAD1;MKI67;BUB1;AURKB
28,GO_Biological_Process_2021,mitotic spindle assembly (GO:0090307),8/44,0.0025081492492762,0.1604350640485302,0,0,3.8277016742770167,22.921082012106524,TPX2;KIF4B;KIFC1;KIF4A;KIF23;KIF11;MISP;AURKB
29,GO_Biological_Process_2021,centromeric sister chromatid cohesion (GO:0070601),3/6,0.0029499106313213,0.1689145510444993,0,0,17.176363636363636,100.0691579498174,SGO1;BUB1B;BUB1
30,GO_Biological_Process_2021,negative regulation of cytokinesis (GO:0032466),3/6,0.0029499106313213,0.1689145510444993,0,0,17.176363636363636,100.0691579498174,AURKB;E2F7;E2F8
31,GO_Biological_Process_2021,piRNA metabolic process (GO:0034587),5/19,0.0030712465654416,0.1689145510444993,0,0,6.142011449388499,35.53566214578461,TDRD1;ASZ1;MAEL;TDRD12;TEX15
32,GO_Biological_Process_2021,attachment of mitotic spindle microtubules to kinetochore (GO:0051315),4/12,0.0031870670008396,0.1689145510444993,0,0,8.593721565059145,49.4023337456292,CENPE;NUF2;KIF2C;NDC80
33,GO_Biological_Process_2021,negative regulation of cell division (GO:0051782),4/12,0.0031870670008396,0.1689145510444993,0,0,8.593721565059145,49.4023337456292,ORC6;AURKB;E2F7;E2F8
34,GO_Biological_Process_2021,protein localization to condensed chromosome (GO:1903083),4/12,0.0031870670008396,0.1689145510444993,0,0,8.593721565059145,49.4023337456292,CDK1;TTK;KNL1;AURKB
35,GO_Biological_Process_2021,centromere complex assembly (GO:0034508),7/37,0.0036563199946515,0.18840204416885,0,0,4.016697080291971,22.538884708297623,CENPE;CENPF;CENPI;HJURP;KNL1;CENPA;DLGAP5
36,GO_Biological_Process_2021,negative regulation of meiotic nuclear division (GO:0045835),3/7,0.0049512029351657,0.2482292282360105,0,0,12.881590909090908,68.37709106946104,DMRT1;HORMAD1;TRIP13
37,GO_Biological_Process_2021,protein localization to kinetochore (GO:0034501),4/14,0.0058996535288991,0.2833918147113833,0,0,6.87424931756142,35.28457072015436,CDK1;TTK;KNL1;AURKB
38,GO_Biological_Process_2021,cytoskeleton-dependent cytokinesis (GO:0061640),10/72,0.0059581028429886,0.2833918147113833,0,0,2.779417406959242,14.238964168574242,ANLN;ESPL1;KIF4B;KIF4A;PLK1;KIF23;KIF20A;CENPA;CEP55;AURKB
39,GO_Biological_Process_2021,regulation of metaphase/anaphase transition of cell cycle (GO:1902099),3/8,0.0075988634398786,0.3482967124452531,0,0,10.304727272727272,50.28456081989774,CENPE;UBE2C;PLK1
40,GO_Biological_Process_2021,placenta development (GO:0001890),4/15,0.0076982022696794,0.3482967124452531,0,0,6.248986682107701,30.4123712217744,PLAC1;E2F7;TEX19;E2F8
41,GO_Biological_Process_2021,antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),9/64,0.0081797300075397,0.3612714086663384,0,0,2.81831477480472,13.545091747319551,PGLYRP4;CXCL10;CXCL9;PGLYRP3;CXCL11;H2BC10;H2BC11;CXCL13;S100A7
42,GO_Biological_Process_2021,extracellular structure organization (GO:0043062),21/216,0.0084603270949574,0.3649745758406063,0,0,1.8614247120716625,8.883402692378665,FBN2;POSTN;MMP1;COL11A1;COL22A1;FN1;DMP1;MMP10;HAPLN1;DSPP;ADAMTS20;COMP;MMP11;ACAN;ADAMTS14;MMP13;IBSP;ADAMTS19;COL9A1;COL10A1;MATN3
43,GO_Biological_Process_2021,external encapsulating structure organization (GO:0045229),21/217,0.0088961380920669,0.3681647586894148,0,0,1.851828624240824,8.74459035056156,FBN2;POSTN;MMP1;COL11A1;COL22A1;FN1;DMP1;MMP10;HAPLN1;DSPP;ADAMTS20;COMP;MMP11;ACAN;ADAMTS14;MMP13;IBSP;ADAMTS19;COL9A1;COL10A1;MATN3
44,GO_Biological_Process_2021,DNA packaging (GO:0006323),5/24,0.0089312205611987,0.3681647586894148,0,0,4.524494295848912,21.347478996884607,H1-5;H1-4;H1-6;H1-1;H1-3
45,GO_Biological_Process_2021,regulation of mitotic sister chromatid separation (GO:0010965),4/16,0.0098227595797667,0.3961134569666796,0,0,5.727934485896269,26.480545738845812,CENPE;PTTG1;UBE2C;PLK1
46,GO_Biological_Process_2021,positive regulation of synapse maturation (GO:0090129),3/9,0.01093484250717,0.4315772946978829,0,0,8.586818181818181,38.776362369214006,CDC20;NEUROD2;NEURL1
47,GO_Biological_Process_2021,regulation of mitotic metaphase/anaphase transition (GO:0030071),5/26,0.012620349062447,0.4877239064758187,0,0,4.093156388238356,17.89710021301966,CENPE;ESPL1;UBE2C;PLK1;DLGAP5
48,GO_Biological_Process_2021,mitotic chromosome condensation (GO:0007076),5/27,0.0148016725622751,0.5397098344605047,0,0,3.906896837224706,16.45981534449389,CDCA5;PLK1;CDK1;NCAPG;NCAPH
49,GO_Biological_Process_2021,epithelial structure maintenance (GO:0010669),4/18,0.0151293322867634,0.5397098344605047,0,0,4.909138177564019,20.57478662878344,MUC2;CRACD;TFF3;TFF1
50,GO_Biological_Process_2021,maintenance of gastrointestinal epithelium (GO:0030277),4/18,0.0151293322867634,0.5397098344605047,0,0,4.909138177564019,20.57478662878344,MUC2;CRACD;TFF3;TFF1
51,GO_Biological_Process_2021,microtubule depolymerization (GO:0007019),4/18,0.0151293322867634,0.5397098344605047,0,0,4.909138177564019,20.57478662878344,KIF18A;KIF18B;KIF14;KIF2C
52,GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),26/300,0.0154291994349022,0.5400219802215789,0,0,1.6408040718676506,6.84460351667677,FBN2;PRSS1;COL11A1;KLK4;DMP1;HAPLN1;COMP;SCUBE3;ACAN;ADAMTS14;IBSP;ADAMTS19;COL10A1;PRSS2;POSTN;MMP1;COL22A1;FN1;MMP10;DSPP;ADAMTS20;MMP11;MMP13;P4HA3;COL9A1;MATN3
53,GO_Biological_Process_2021,regulation of cytokinesis (GO:0032465),10/84,0.0170112173119496,0.5843668169197505,0,0,2.327217427857867,9.48080991237834,PLK1;KIF14;KIF23;KIF20A;FSD1;AURKB;E2F7;RXFP3;AURKA;E2F8
54,GO_Biological_Process_2021,regulation of exit from mitosis (GO:0007096),6/39,0.0190199028988138,0.636124508503709,0,0,3.12654346565012,12.388207273767758,CDC20;ANLN;UBE2C;CDCA5;BUB1B;NEK2
55,GO_Biological_Process_2021,columnar/cuboidal epithelial cell differentiation (GO:0002065),3/11,0.0197755591381756,0.636124508503709,0,0,6.439431818181818,25.26387752772124,GATA5;GATA4;SOX11
56,GO_Biological_Process_2021,regulation of synapse maturation (GO:0090128),3/11,0.0197755591381756,0.636124508503709,0,0,6.439431818181818,25.26387752772124,CDC20;NEUROD2;NEURL1
57,GO_Biological_Process_2021,establishment of mitotic spindle localization (GO:0040001),5/29,0.0198896072739704,0.636124508503709,0,0,3.5809426229508197,14.028550173747528,ESPL1;PLK1;CENPA;MISP;NDC80
58,GO_Biological_Process_2021,regulation of nuclear division (GO:0051783),4/20,0.021953211705093,0.6902238595414838,0,0,4.295040946314832,16.40208203175625,NEK2;CDC25C;MKI67;PKMYT1
59,GO_Biological_Process_2021,regulation of sister chromatid cohesion (GO:0007063),3/12,0.0253050684275088,0.7466371667912131,0,0,5.723636363636364,21.04438326367208,ESPL1;CDCA5;BUB1
60,GO_Biological_Process_2021,mitotic nuclear membrane disassembly (GO:0007077),3/12,0.0253050684275088,0.7466371667912131,0,0,5.723636363636364,21.04438326367208,CCNB2;PLK1;CDK1
61,GO_Biological_Process_2021,positive regulation of ubiquitin protein ligase activity (GO:1904668),3/12,0.0253050684275088,0.7466371667912131,0,0,5.723636363636364,21.04438326367208,CDC20;UBE2C;PLK1
62,GO_Biological_Process_2021,gastro-intestinal system smooth muscle contraction (GO:0014831),2/5,0.0271788182951392,0.7466371667912131,0,0,11.440508628519527,41.24666423068267,HTR1D;SULF1
63,GO_Biological_Process_2021,glial cell-derived neurotrophic factor receptor signaling pathway (GO:0035860),2/5,0.0271788182951392,0.7466371667912131,0,0,11.440508628519527,41.24666423068267,RET;SULF1
64,GO_Biological_Process_2021,meiotic sister chromatid segregation (GO:0045144),2/5,0.0271788182951392,0.7466371667912131,0,0,11.440508628519527,41.24666423068267,SGO1;HORMAD1
65,GO_Biological_Process_2021,melanin biosynthetic process (GO:0042438),2/5,0.0271788182951392,0.7466371667912131,0,0,11.440508628519527,41.24666423068267,TYRP1;TYR
66,GO_Biological_Process_2021,trophoblast giant cell differentiation (GO:0060707),2/5,0.0271788182951392,0.7466371667912131,0,0,11.440508628519527,41.24666423068267,E2F7;E2F8
67,GO_Biological_Process_2021,regulation of cyclin-dependent protein kinase activity (GO:1904029),7/54,0.028084600955495,0.7466371667912131,0,0,2.5615390588600713,9.15118502547418,CCNA2;CCNB2;CCNE1;CDC25C;PKMYT1;CCNP;CDKN3
68,GO_Biological_Process_2021,cellular component disassembly (GO:0022411),8/66,0.0281749874260835,0.7466371667912131,0,0,2.373043615178712,8.470153615400072,MMP11;SCUBE3;PRSS1;MMP13;MMP1;KLK4;PRSS2;MMP10
69,GO_Biological_Process_2021,extracellular matrix disassembly (GO:0022617),8/66,0.0281749874260835,0.7466371667912131,0,0,2.373043615178712,8.470153615400072,MMP11;SCUBE3;PRSS1;MMP13;MMP1;KLK4;PRSS2;MMP10
70,GO_Biological_Process_2021,negative regulation of lymphocyte activation (GO:0051250),4/22,0.0303876788673444,0.7939316098440006,0,0,3.817409766454353,13.336953417304729,IL4I1;FOXJ1;SOX11;TIGIT
71,GO_Biological_Process_2021,regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),9/82,0.036407485102325,0.9256329279743452,0,0,2.1213593448699006,7.02802297207419,CCNA2;CCNB2;CCNE1;CDKN2A;PLK1;CDC25C;PKMYT1;CCNP;CDKN3
72,GO_Biological_Process_2021,negative regulation of DNA recombination (GO:0045910),7/57,0.0364265249283704,0.9256329279743452,0,0,2.4074635036496352,7.974621893787227,H1-5;POLQ;H1-4;H1-6;ZSCAN4;H1-1;H1-3
73,GO_Biological_Process_2021,nuclear membrane disassembly (GO:0051081),3/14,0.0385777815817819,0.9524093975429972,0,0,4.682479338842975,15.241839109897615,CCNB2;PLK1;CDK1
74,GO_Biological_Process_2021,hepatocyte differentiation (GO:0070365),2/6,0.0392932992460053,0.9524093975429972,0,0,8.579927338782925,27.770661776496876,E2F7;E2F8
75,GO_Biological_Process_2021,neuroepithelial cell differentiation (GO:0060563),2/6,0.0392932992460053,0.9524093975429972,0,0,8.579927338782925,27.770661776496876,SOX11;DSPP
76,GO_Biological_Process_2021,positive regulation of mitotic cell cycle phase transition (GO:1901992),7/58,0.0395339749923508,0.9524093975429972,0,0,2.360133104336626,7.624633853088721,ESPL1;UBE2C;CDCA5;CDK1;CDC25C;DTL;DLGAP5
77,GO_Biological_Process_2021,establishment of mitotic spindle orientation (GO:0000132),4/24,0.0404863021917341,0.9628473149444456,0,0,3.435304822565969,11.01630657824745,PLK1;CENPA;MISP;NDC80
78,GO_Biological_Process_2021,regulation of cell cycle G2/M phase transition (GO:1902749),9/85,0.0442969426625527,0.9999959186369975,0,0,2.037296738189166,6.349927188640305,TPX2;CENPF;PLK1;KIF14;CDK1;NEK2;HMMR;GTSE1;AURKA
79,GO_Biological_Process_2021,negative regulation of DNA metabolic process (GO:0051053),5/36,0.0461161809859831,0.9999959186369975,0,0,2.7713144133027794,8.526202071369502,H1-5;H1-4;H1-6;H1-1;H1-3
80,GO_Biological_Process_2021,regulation of T cell chemotaxis (GO:0010819),3/15,0.0462976877542246,0.9999959186369975,0,0,4.2920454545454545,13.18801037693185,CXCL10;CXCL13;S100A7
81,GO_Biological_Process_2021,positive regulation of cell cycle process (GO:0090068),10/101,0.0518195471976931,0.9999959186369975,0,0,1.890753345465148,5.596606914551649,DMRT1;SPAG5;KIF14;KIF23;NDC80;AURKB;E2F7;RXFP3;AURKA;E2F8
82,GO_Biological_Process_2021,adenylate cyclase-inhibiting serotonin receptor signaling pathway (GO:0007198),2/7,0.0530301622261317,0.9999959186369975,0,0,6.863578564940963,20.15760564831268,HTR1E;HTR1D
83,GO_Biological_Process_2021,glandular epithelial cell development (GO:0002068),2/7,0.0530301622261317,0.9999959186369975,0,0,6.863578564940963,20.15760564831268,CDH2;PAX6
84,GO_Biological_Process_2021,type B pancreatic cell development (GO:0003323),2/7,0.0530301622261317,0.9999959186369975,0,0,6.863578564940963,20.15760564831268,CDH2;NKX6-1
85,GO_Biological_Process_2021,negative regulation of lymphocyte differentiation (GO:0045620),2/7,0.0530301622261317,0.9999959186369975,0,0,6.863578564940963,20.15760564831268,IFNL1;INHBA
86,GO_Biological_Process_2021,noradrenergic neuron differentiation (GO:0003357),2/7,0.0530301622261317,0.9999959186369975,0,0,6.863578564940963,20.15760564831268,SOX11;ASCL1
87,GO_Biological_Process_2021,pituitary gland development (GO:0021983),2/7,0.0530301622261317,0.9999959186369975,0,0,6.863578564940963,20.15760564831268,SOX2;SIX3
88,GO_Biological_Process_2021,positive regulation of synaptic plasticity (GO:0031915),2/7,0.0530301622261317,0.9999959186369975,0,0,6.863578564940963,20.15760564831268,CDC20;NEUROD2
89,GO_Biological_Process_2021,oogenesis (GO:0048477),3/16,0.0547149898082294,0.9999959186369975,0,0,3.961678321678322,11.511122139669553,STRA8;HORMAD1;TRIP13
90,GO_Biological_Process_2021,microtubule polymerization or depolymerization (GO:0031109),4/27,0.0587808002973111,0.9999959186369975,0,0,2.986746844957867,8.464261362624438,KIF18A;KIF18B;KIF14;KIF2C
91,GO_Biological_Process_2021,positive regulation of calcium ion transmembrane transport (GO:1904427),4/27,0.0587808002973111,0.9999959186369975,0,0,2.986746844957867,8.464261362624438,CXCL10;CEMIP;CXCL9;CXCL11
92,GO_Biological_Process_2021,DNA replication-independent nucleosome assembly (GO:0006336),5/39,0.0616346378567443,0.9999959186369975,0,0,2.526384870888246,7.0398504266324595,CENPI;HJURP;KNL1;CENPA;ASF1B
93,GO_Biological_Process_2021,negative regulation of cell cycle process (GO:0010948),7/64,0.0617788621824362,0.9999959186369975,0,0,2.11102573953131,5.877505216655795,RRM2;ESPL1;DMRT1;NEK2;AURKB;E2F7;E2F8
94,GO_Biological_Process_2021,positive regulation of stem cell proliferation (GO:2000648),3/17,0.0638052550458572,0.9999959186369975,0,0,3.6785064935064935,10.12295457630502,TERT;CCNE1;SOX11
95,GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239),4/28,0.065707342515711,0.9999959186369975,0,0,2.862147406733394,7.792323970916565,RET;TERT;IFI6;INHBA
96,GO_Biological_Process_2021,positive regulation of cell communication (GO:0010647),4/28,0.065707342515711,0.9999959186369975,0,0,2.862147406733394,7.792323970916565,SYT1;CD80;NMU;SOX11
97,GO_Biological_Process_2021,protein depolymerization (GO:0051261),4/28,0.065707342515711,0.9999959186369975,0,0,2.862147406733394,7.792323970916565,KIF18A;KIF18B;KIF14;KIF2C
98,GO_Biological_Process_2021,proximal/distal pattern formation (GO:0009954),2/8,0.0681739502655982,0.9999959186369975,0,0,5.7193460490463215,15.360406207302534,HOXB9;SIX3
99,GO_Biological_Process_2021,cellular response to interleukin-21 (GO:0098757),2/8,0.0681739502655982,0.9999959186369975,0,0,5.7193460490463215,15.360406207302534,IL21;IL21R
100,GO_Biological_Process_2021,regulation of protein localization to cell cortex (GO:1904776),2/8,0.0681739502655982,0.9999959186369975,0,0,5.7193460490463215,15.360406207302534,PLK1;MISP
101,GO_Biological_Process_2021,interleukin-21-mediated signaling pathway (GO:0038114),2/8,0.0681739502655982,0.9999959186369975,0,0,5.7193460490463215,15.360406207302534,IL21;IL21R
102,GO_Biological_Process_2021,tyrosine phosphorylation of STAT protein (GO:0007260),2/8,0.0681739502655982,0.9999959186369975,0,0,5.7193460490463215,15.360406207302534,IL21;IFNL4
103,GO_Biological_Process_2021,negative regulation of chromosome organization (GO:2001251),2/8,0.0681739502655982,0.9999959186369975,0,0,5.7193460490463215,15.360406207302534,TOP2A;ESPL1
104,GO_Biological_Process_2021,neuron fate specification (GO:0048665),2/8,0.0681739502655982,0.9999959186369975,0,0,5.7193460490463215,15.360406207302534,ASCL1;MNX1
105,GO_Biological_Process_2021,regulation of DNA recombination (GO:0000018),5/42,0.0797534581906915,0.9999959186369975,0,0,2.3211736326490424,5.869819106899171,H1-5;H1-4;H1-6;H1-1;H1-3
106,GO_Biological_Process_2021,CENP-A containing chromatin organization (GO:0061641),4/30,0.0807649356977681,0.9999959186369975,0,0,2.641702246797788,6.6470838759550706,CENPI;HJURP;KNL1;CENPA
107,GO_Biological_Process_2021,CENP-A containing nucleosome assembly (GO:0034080),4/30,0.0807649356977681,0.9999959186369975,0,0,2.641702246797788,6.6470838759550706,CENPI;HJURP;KNL1;CENPA
108,GO_Biological_Process_2021,establishment of spindle orientation (GO:0051294),4/30,0.0807649356977681,0.9999959186369975,0,0,2.641702246797788,6.6470838759550706,PLK1;CENPA;MISP;NDC80
109,GO_Biological_Process_2021,positive regulation of monocyte chemotaxis (GO:0090026),3/19,0.0838896376688888,0.9999959186369975,0,0,3.2183522727272726,7.975891758285179,CXCL10;S100A14;S100A7
110,GO_Biological_Process_2021,adult heart development (GO:0007512),2/9,0.0845280002165119,0.9999959186369975,0,0,4.9020371091215775,12.111327965749702,MYH6;MYH7
111,GO_Biological_Process_2021,regulation of mitotic centrosome separation (GO:0046602),2/9,0.0845280002165119,0.9999959186369975,0,0,4.9020371091215775,12.111327965749702,NEK2;KIF11
112,GO_Biological_Process_2021,intestinal epithelial cell differentiation (GO:0060575),2/9,0.0845280002165119,0.9999959186369975,0,0,4.9020371091215775,12.111327965749702,GATA5;GATA4
113,GO_Biological_Process_2021,phenol-containing compound biosynthetic process (GO:0046189),2/9,0.0845280002165119,0.9999959186369975,0,0,4.9020371091215775,12.111327965749702,TYRP1;TYR
114,GO_Biological_Process_2021,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",6/56,0.0869721987401356,0.9999959186369975,0,0,2.061659070191431,5.034915264264827,CDK1;CDC25C;GTSE1;E2F7;AURKA;E2F8
115,GO_Biological_Process_2021,positive regulation of ubiquitin-protein transferase activity (GO:0051443),4/31,0.0888777442444515,0.9999959186369975,0,0,2.5437266201597413,6.1570737848771655,CDC20;UBE2C;PLK1;MAGEC2
116,GO_Biological_Process_2021,anaphase-promoting complex-dependent catabolic process (GO:0031145),8/84,0.0915016824700677,0.9999959186369975,0,0,1.8092766161980296,4.326700335267016,CDC20;PTTG1;UBE2C;PLK1;CDK1;BUB1B;AURKB;AURKA
117,GO_Biological_Process_2021,regulation of mitotic nuclear division (GO:0007088),6/57,0.0929187518366771,0.9999959186369975,0,0,2.021127138184353,4.802258317668042,DMRT1;NEK2;MKI67;CDC25C;PKMYT1;AURKA
118,GO_Biological_Process_2021,skeletal muscle contraction (GO:0003009),3/20,0.0948196038120817,0.9999959186369975,0,0,3.0288770053475935,7.135365145162148,CCDC78;TNNT1;MYH7
119,GO_Biological_Process_2021,positive regulation of G2/M transition of mitotic cell cycle (GO:0010971),3/20,0.0948196038120817,0.9999959186369975,0,0,3.0288770053475935,7.135365145162148,CDK1;CDC25C;DTL
120,GO_Biological_Process_2021,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)",8/85,0.0964060732380702,0.9999959186369975,0,0,1.7856846349997035,4.177048639595431,CENPE;KIF18A;KIF4B;KIF4A;KIF23;KIF2C;KIF11;KIF15
121,GO_Biological_Process_2021,chromatin remodeling at centromere (GO:0031055),4/32,0.0973654543023006,0.9999959186369975,0,0,2.452749252567269,5.713149123671096,CENPI;HJURP;KNL1;CENPA
122,GO_Biological_Process_2021,mitotic G2/M transition checkpoint (GO:0044818),5/45,0.1003984759867819,0.9999959186369975,0,0,2.1467440801457194,4.934523655954141,PLK1;CDK1;HUS1B;CLSPN;DTL
123,GO_Biological_Process_2021,negative regulation of T cell activation (GO:0050868),5/45,0.1003984759867819,0.9999959186369975,0,0,2.1467440801457194,4.934523655954141,IL4I1;IFNL1;CD80;TIGIT;FOXP3
124,GO_Biological_Process_2021,regulation of attachment of spindle microtubules to kinetochore (GO:0051988),2/10,0.1019130281078252,0.9999959186369975,0,0,4.28905540417802,9.79463916114625,SPAG5;NEK2
