,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
10,GO_Cellular_Component_2021,kinetochore microtubule (GO:0005828),2/7,0.0530301622261317,0.8838360371021962,0,0,6.863578564940963,20.15760564831268,CENPE;KIF18A
11,GO_Cellular_Component_2021,pi-body (GO:0071546),2/7,0.0530301622261317,0.8838360371021962,0,0,6.863578564940963,20.15760564831268,TDRD1;ASZ1
12,GO_Cellular_Component_2021,clathrin-sculpted gamma-aminobutyric acid transport vesicle (GO:0061200),2/8,0.0681739502655982,0.9089860035413094,0,0,5.7193460490463215,15.360406207302534,SYT1;GAD1
13,GO_Cellular_Component_2021,clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane (GO:0061202),2/8,0.0681739502655982,0.9089860035413094,0,0,5.7193460490463215,15.360406207302534,SYT1;GAD1
14,GO_Cellular_Component_2021,neuron to neuron synapse (GO:0098984),2/8,0.0681739502655982,0.9089860035413094,0,0,5.7193460490463215,15.360406207302534,GRIA2;SLC1A1
15,GO_Cellular_Component_2021,condensed chromosome (GO:0000793),6/54,0.0757283004913676,0.9321070852098764,0,0,2.147789425706472,5.542592560850217,SGO1;CENPE;NCAPG;MKI67;CENPA;AURKB
16,GO_Cellular_Component_2021,GABA-A receptor complex (GO:1902711),3/19,0.0838896376688888,0.9321070852098764,0,0,3.2183522727272726,7.975891758285179,GABRQ;GABRA5;GABRD
17,GO_Cellular_Component_2021,P granule (GO:0043186),3/19,0.0838896376688888,0.9321070852098764,0,0,3.2183522727272726,7.975891758285179,TDRD1;ASZ1;MAEL
18,GO_Cellular_Component_2021,apical dendrite (GO:0097440),2/10,0.1019130281078252,0.999995988941062,0,0,4.28905540417802,9.79463916114625,NEURL1;SLC1A1
19,GO_Cellular_Component_2021,voltage-gated potassium channel complex (GO:0008076),7/73,0.1070424275344971,0.999995988941062,0,0,1.8222876575978768,4.071956447001974,CNTNAP2;KCNF1;KCNG3;KCNJ6;LRRC52;KCNH1;KCNJ3
20,GO_Cellular_Component_2021,chitosome (GO:0045009),2/12,0.1391379741645733,0.999995988941062,0,0,3.430881017257039,6.766689639550565,TYRP1;TYR
21,GO_Cellular_Component_2021,melanosome membrane (GO:0033162),2/12,0.1391379741645733,0.999995988941062,0,0,3.430881017257039,6.766689639550565,TYRP1;TYR
22,GO_Cellular_Component_2021,pigment granule membrane (GO:0090741),2/12,0.1391379741645733,0.999995988941062,0,0,3.430881017257039,6.766689639550565,TYRP1;TYR
23,GO_Cellular_Component_2021,potassium channel complex (GO:0034705),7/80,0.1517464064832844,0.999995988941062,0,0,1.646935306469353,3.1053698580946407,CNTNAP2;KCNF1;KCNG3;KCNJ6;LRRC52;KCNH1;KCNJ3
24,GO_Cellular_Component_2021,Golgi lumen (GO:0005796),8/100,0.186571950692479,0.999995988941062,0,0,1.4933492158030577,2.507241223105885,F7;MMP11;ACAN;PROC;MUC2;MUC19;PROZ;MUC5AC
25,GO_Cellular_Component_2021,germ plasm (GO:0060293),2/15,0.1990861468378354,0.999995988941062,0,0,2.6387200447145953,4.258940723595559,TDRD1;MAEL
26,GO_Cellular_Component_2021,muscle myosin complex (GO:0005859),2/15,0.1990861468378354,0.999995988941062,0,0,2.6387200447145953,4.258940723595559,MYH6;MYH7
27,GO_Cellular_Component_2021,dense core granule (GO:0031045),2/16,0.2197106022490427,0.999995988941062,0,0,2.4501102893473465,3.7130050424607135,SYT1;KIF1A
28,GO_Cellular_Component_2021,bleb (GO:0032059),1/5,0.2469879735685025,0.999995988941062,0,0,4.286070780399274,5.993708385793417,ANLN
29,GO_Cellular_Component_2021,clathrin-sculpted monoamine transport vesicle (GO:0070081),1/5,0.2469879735685025,0.999995988941062,0,0,4.286070780399274,5.993708385793417,SYT1
30,GO_Cellular_Component_2021,clathrin-sculpted monoamine transport vesicle membrane (GO:0070083),1/5,0.2469879735685025,0.999995988941062,0,0,4.286070780399274,5.993708385793417,SYT1
31,GO_Cellular_Component_2021,Cul4B-RING E3 ubiquitin ligase complex (GO:0031465),1/5,0.2469879735685025,0.999995988941062,0,0,4.286070780399274,5.993708385793417,DTL
32,GO_Cellular_Component_2021,cytoplasmic side of lysosomal membrane (GO:0098574),1/5,0.2469879735685025,0.999995988941062,0,0,4.286070780399274,5.993708385793417,EEF1A2
33,GO_Cellular_Component_2021,deuterosome (GO:0098536),1/5,0.2469879735685025,0.999995988941062,0,0,4.286070780399274,5.993708385793417,CCDC78
34,GO_Cellular_Component_2021,neuronal dense core vesicle (GO:0098992),1/5,0.2469879735685025,0.999995988941062,0,0,4.286070780399274,5.993708385793417,KIF1A
35,GO_Cellular_Component_2021,piP-body (GO:0071547),1/5,0.2469879735685025,0.999995988941062,0,0,4.286070780399274,5.993708385793417,MAEL
36,GO_Cellular_Component_2021,anchored component of plasma membrane (GO:0046658),4/46,0.2472721350874814,0.999995988941062,0,0,1.633952944235019,2.2830665471359555,NTNG1;RTBDN;ULBP1;CD177
37,GO_Cellular_Component_2021,anaphase-promoting complex (GO:0005680),2/19,0.2822474477793805,0.999995988941062,0,0,2.017417321151894,2.5519746450264345,UBE2C;BUB1B
38,GO_Cellular_Component_2021,supramolecular fiber (GO:0099512),2/19,0.2822474477793805,0.999995988941062,0,0,2.017417321151894,2.5519746450264345,FBN2;MYH7
39,GO_Cellular_Component_2021,myosin filament (GO:0032982),1/6,0.2885269132392572,0.999995988941062,0,0,3.4286751361161523,4.26172974136786,MYH7
40,GO_Cellular_Component_2021,AMPA glutamate receptor complex (GO:0032281),2/20,0.303072762758947,0.999995988941062,0,0,1.9052376627308507,2.274439115630366,GRIA2;CNIH2
41,GO_Cellular_Component_2021,G protein-coupled receptor dimeric complex (GO:0038037),1/7,0.3277763707261986,0.999995988941062,0,0,2.8570780399274045,3.1868525576087,GABBR2
42,GO_Cellular_Component_2021,integral component of postsynaptic membrane (GO:0099055),1/7,0.3277763707261986,0.999995988941062,0,0,2.8570780399274045,3.1868525576087,CDH2
43,GO_Cellular_Component_2021,integral component of presynaptic membrane (GO:0099056),1/7,0.3277763707261986,0.999995988941062,0,0,2.8570780399274045,3.1868525576087,CDH2
44,GO_Cellular_Component_2021,polymeric cytoskeletal fiber (GO:0099513),16/256,0.3392223037592051,0.999995988941062,0,0,1.1442502299908004,1.2370484925113066,KRT3;KIF14;KIF23;KIF11;KIF15;CENPE;KIF18A;KIF18B;KIFC1;TUBB3;KIF26B;KIF2C;KIF20A;KIF1A;FSD1;MISP
45,GO_Cellular_Component_2021,SUMO ligase complex (GO:0106068),1/8,0.3648624256257259,0.999995988941062,0,0,2.4487943997925847,2.46896000751378,SUMO4
46,GO_Cellular_Component_2021,intrinsic component of external side of plasma membrane (GO:0031233),2/24,0.3847745350301595,0.999995988941062,0,0,1.5585005367021716,1.4885203396713522,RTBDN;CEACAM5
47,GO_Cellular_Component_2021,pigment granule (GO:0048770),2/24,0.3847745350301595,0.999995988941062,0,0,1.5585005367021716,1.4885203396713522,TYRP1;TYR
48,GO_Cellular_Component_2021,chromosome (GO:0005694),10/160,0.388586257560517,0.999995988941062,0,0,1.1434583714547115,1.080842712967706,TOP2A;CENPE;CDCA2;CDCA5;NCAPG;BIRC5;ESCO2;HORMAD1;TRIP13;MKI67
49,GO_Cellular_Component_2021,exocytic vesicle membrane (GO:0099501),3/41,0.3956277148485366,0.999995988941062,0,0,1.3535167464114832,1.2550912066300342,SYT1;SYNDIG1;SYNGR3
50,GO_Cellular_Component_2021,synaptic vesicle membrane (GO:0030672),3/41,0.3956277148485366,0.999995988941062,0,0,1.3535167464114832,1.2550912066300342,SYT1;SYNDIG1;SYNGR3
51,GO_Cellular_Component_2021,outer dynein arm (GO:0036157),1/9,0.399904220522853,0.999995988941062,0,0,2.14258166969147,1.9637408260349072,DNAH8
52,GO_Cellular_Component_2021,"transferase complex, transferring phosphorus-containing groups (GO:0061695)",1/9,0.399904220522853,0.999995988941062,0,0,2.14258166969147,1.9637408260349072,TERT
53,GO_Cellular_Component_2021,excitatory synapse (GO:0060076),2/25,0.4045877095662135,0.999995988941062,0,0,1.4906606642182996,1.3488790561630166,GRIA2;SYNDIG1
54,GO_Cellular_Component_2021,myofibril (GO:0030016),2/27,0.4432521016409895,0.999995988941062,0,0,1.3712624886466849,1.1156819135787093,MYH6;MYH7
55,GO_Cellular_Component_2021,melanosome (GO:0042470),2/28,0.4620554094669387,0.999995988941062,0,0,1.3184517571438552,1.0179376561826556,TYRP1;TYR
56,GO_Cellular_Component_2021,cell cortex region (GO:0099738),1/11,0.4642991830993185,0.999995988941062,0,0,1.7138838475499092,1.3149364945605293,ANLN
57,GO_Cellular_Component_2021,Cul4A-RING E3 ubiquitin ligase complex (GO:0031464),1/11,0.4642991830993185,0.999995988941062,0,0,1.7138838475499092,1.3149364945605293,DTL
58,GO_Cellular_Component_2021,intracellular vesicle (GO:0097708),1/11,0.4642991830993185,0.999995988941062,0,0,1.7138838475499092,1.3149364945605293,TYRP1
59,GO_Cellular_Component_2021,microfibril (GO:0001527),1/11,0.4642991830993185,0.999995988941062,0,0,1.7138838475499092,1.3149364945605293,FBN2
60,GO_Cellular_Component_2021,dendrite membrane (GO:0032590),2/29,0.4804801708432711,0.999995988941062,0,0,1.2695529316782723,0.9305433479942652,LAMP5;GABRA5
61,GO_Cellular_Component_2021,secretory vesicle (GO:0099503),2/29,0.4804801708432711,0.999995988941062,0,0,1.2695529316782723,0.9305433479942652,SYT1;SYT13
62,GO_Cellular_Component_2021,clathrin vesicle coat (GO:0030125),1/12,0.4938592792945523,0.999995988941062,0,0,1.5579937304075235,1.0991718403283195,ENTHD1
63,GO_Cellular_Component_2021,acrosomal vesicle (GO:0001669),3/48,0.4980917384999101,0.999995988941062,0,0,1.1425454545454543,0.7963210537898854,IL4I1;PATE4;KNL1
64,GO_Cellular_Component_2021,exocytic vesicle (GO:0070382),2/30,0.4985109260539437,0.999995988941062,0,0,1.224146879460231,0.8521650880429291,SYT1;SYT13
65,GO_Cellular_Component_2021,catenin complex (GO:0016342),2/31,0.516135068082939,0.999995988941062,0,0,1.181872279119296,0.7816747103983679,CDH2;CDH7
66,GO_Cellular_Component_2021,acrosomal membrane (GO:0002080),1/13,0.5217896351623155,0.999995988941062,0,0,1.4280852994555353,0.9289563062088442,TMEM190
67,GO_Cellular_Component_2021,spanning component of plasma membrane (GO:0044214),1/13,0.5217896351623155,0.999995988941062,0,0,1.4280852994555353,0.9289563062088442,SLC24A2
68,GO_Cellular_Component_2021,collagen-containing extracellular matrix (GO:0062023),21/380,0.5284334105001509,0.999995988941062,0,0,1.002213995541116,0.6392506503195996,FBN2;LRRC15;ADAMDEC1;PRSS1;ORM1;POSTN;COL11A1;FN1;SULF1;HAPLN1;ADAMTS20;COMP;F7;ACAN;MUC2;CDH2;COL9A1;COL10A1;COL6A5;MATN3;S100A7
69,GO_Cellular_Component_2021,ionotropic glutamate receptor complex (GO:0008328),2/32,0.5333425753852282,0.999995988941062,0,0,1.1424159854677567,0.718112784546934,GRIA2;CNIH2
70,GO_Cellular_Component_2021,acetylcholine-gated channel complex (GO:0005892),1/14,0.5481800262382279,0.999995988941062,0,0,1.3181627809576992,0.7924155738141718,CHRNA6
71,GO_Cellular_Component_2021,glial cell projection (GO:0097386),1/14,0.5481800262382279,0.999995988941062,0,0,1.3181627809576992,0.7924155738141718,SLC1A1
72,GO_Cellular_Component_2021,clathrin coat (GO:0030118),1/15,0.57311528692086,0.999995988941062,0,0,1.2239434793881254,0.6813306383993923,ENTHD1
73,GO_Cellular_Component_2021,integral component of postsynaptic specialization membrane (GO:0099060),1/15,0.57311528692086,0.999995988941062,0,0,1.2239434793881254,0.6813306383993923,CDH2
74,GO_Cellular_Component_2021,keratin filament (GO:0045095),1/15,0.57311528692086,0.999995988941062,0,0,1.2239434793881254,0.6813306383993923,KRT3
75,GO_Cellular_Component_2021,PRC1 complex (GO:0035102),1/15,0.57311528692086,0.999995988941062,0,0,1.2239434793881254,0.6813306383993923,CBX2
76,GO_Cellular_Component_2021,protein phosphatase type 2A complex (GO:0000159),1/17,0.6189366644544897,0.999995988941062,0,0,1.070837114337568,0.5137366013703448,PPP2R2C
77,GO_Cellular_Component_2021,voltage-gated sodium channel complex (GO:0001518),1/17,0.6189366644544897,0.999995988941062,0,0,1.070837114337568,0.5137366013703448,SCN1A
78,GO_Cellular_Component_2021,neuromuscular junction (GO:0031594),2/38,0.6275446578608165,0.999995988941062,0,0,0.951710566151983,0.4434404424226446,CHRND;SYNGR3
79,GO_Cellular_Component_2021,dendrite (GO:0030425),14/270,0.6327081991314969,0.999995988941062,0,0,0.9361154155188246,0.4285030345295589,GRIA2;CNTNAP2;HTR1E;GABRA5;SLC1A1;HTR1D;ZNF804A;LAMP5;HRH3;TUBB3;NEURL1;KIF1A;CNIH2;BRINP3
80,GO_Cellular_Component_2021,Cul2-RING ubiquitin ligase complex (GO:0031462),1/19,0.6598435794842474,0.999995988941062,0,0,0.9517543859649122,0.3956942394938353,PRAME
81,GO_Cellular_Component_2021,anchored component of external side of plasma membrane (GO:0031362),1/20,0.6786209722040802,0.999995988941062,0,0,0.9016142898080046,0.3495491178912453,RTBDN
82,GO_Cellular_Component_2021,postsynaptic density membrane (GO:0098839),1/20,0.6786209722040802,0.999995988941062,0,0,0.9016142898080046,0.3495491178912453,SYNDIG1
83,GO_Cellular_Component_2021,spanning component of membrane (GO:0089717),1/20,0.6786209722040802,0.999995988941062,0,0,0.9016142898080046,0.3495491178912453,SLC24A2
84,GO_Cellular_Component_2021,cortical actin cytoskeleton (GO:0030864),2/42,0.6817068213596129,0.999995988941062,0,0,0.8563578564940962,0.3281183034112833,CDH2;MISP
85,GO_Cellular_Component_2021,cornified envelope (GO:0001533),2/43,0.6941975165239814,0.999995988941062,0,0,0.8354267738862675,0.3049297307126747,FLG2;IVL
86,GO_Cellular_Component_2021,connexin complex (GO:0005922),1/21,0.6963626935037607,0.999995988941062,0,0,0.8564882032667877,0.3099499276927063,GJB2
87,GO_Cellular_Component_2021,postsynaptic specialization membrane (GO:0099634),1/21,0.6963626935037607,0.999995988941062,0,0,0.8564882032667877,0.3099499276927063,SYNDIG1
88,GO_Cellular_Component_2021,clathrin-coated vesicle membrane (GO:0030665),4/90,0.7383534199343874,0.999995988941062,0,0,0.7961148612903909,0.2414876546320796,SYT1;GAD1;TYRP1;ENTHD1
89,GO_Cellular_Component_2021,Golgi-associated vesicle (GO:0005798),2/47,0.7401513221911248,0.999995988941062,0,0,0.7610051468362095,0.2289869237340652,CNGA2;TYR
90,GO_Cellular_Component_2021,gap junction (GO:0005921),1/24,0.7439290253748087,0.999995988941062,0,0,0.7446539887950762,0.220275831850754,GJB2
91,GO_Cellular_Component_2021,Golgi-associated vesicle membrane (GO:0030660),1/24,0.7439290253748087,0.999995988941062,0,0,0.7446539887950762,0.220275831850754,CNGA2
92,GO_Cellular_Component_2021,asymmetric synapse (GO:0032279),6/133,0.748541513409802,0.999995988941062,0,0,0.808360668681228,0.2341243805050925,GRIA2;CDH2;SLC1A1;NEURL1;SYNDIG1;CNIH2
93,GO_Cellular_Component_2021,sodium channel complex (GO:0034706),1/25,0.7580682270360874,0.999995988941062,0,0,0.7135889292196007,0.1976512089481542,SCN1A
94,GO_Cellular_Component_2021,endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116),2/49,0.7608307611241452,0.999995988941062,0,0,0.728544649931397,0.1991435535568011,LAMP5;CNIH2
95,GO_Cellular_Component_2021,early endosome membrane (GO:0031901),4/97,0.7893808226869187,0.999995988941062,0,0,0.7359182834835187,0.1740493909703126,LAMP5;SYNDIG1;KREMEN2;KCNH1
96,GO_Cellular_Component_2021,bicellular tight junction (GO:0005923),3/78,0.8115287661298297,0.999995988941062,0,0,0.6844363636363636,0.1429345722729282,AOC1;CLDN25;CLDN9
97,GO_Cellular_Component_2021,tertiary granule lumen (GO:1904724),2/55,0.8145032676780045,0.999995988941062,0,0,0.6458622521549877,0.1325159753691714,FLG2;ORM1
98,GO_Cellular_Component_2021,ciliary membrane (GO:0060170),1/31,0.8279471759619101,0.999995988941062,0,0,0.5706896551724138,0.1077495875362053,CNGA2
99,GO_Cellular_Component_2021,Golgi stack (GO:0005795),1/31,0.8279471759619101,0.999995988941062,0,0,0.5706896551724138,0.1077495875362053,MARCHF4
100,GO_Cellular_Component_2021,intercalated disc (GO:0014704),1/31,0.8279471759619101,0.999995988941062,0,0,0.5706896551724138,0.1077495875362053,CDH2
101,GO_Cellular_Component_2021,cortical cytoskeleton (GO:0030863),2/58,0.8370801273191468,0.999995988941062,0,0,0.6111651745166732,0.1086868530926466,CDH2;MISP
102,GO_Cellular_Component_2021,filopodium (GO:0030175),2/58,0.8370801273191468,0.999995988941062,0,0,0.6111651745166732,0.1086868530926466,TUBB3;ERMN
103,GO_Cellular_Component_2021,SCF ubiquitin ligase complex (GO:0019005),2/58,0.8370801273191468,0.999995988941062,0,0,0.6111651745166732,0.1086868530926466,CKS2;NCCRP1
104,GO_Cellular_Component_2021,actin-based cell projection (GO:0098858),3/83,0.8433011584493884,0.999995988941062,0,0,0.6414886363636364,0.1093296387539375,TUBB3;ERMN;CLRN1
105,GO_Cellular_Component_2021,transport vesicle membrane (GO:0030658),2/60,0.8507189114799142,0.999995988941062,0,0,0.5900278743462056,0.0953918767087802,SYT1;CNIH2
106,GO_Cellular_Component_2021,clathrin-coated endocytic vesicle (GO:0045334),3/85,0.8546493154113077,0.999995988941062,0,0,0.6257760532150776,0.0982869223100966,CEMIP;SYT1;TYRP1
107,GO_Cellular_Component_2021,tight junction (GO:0070160),3/85,0.8546493154113077,0.999995988941062,0,0,0.6257760532150776,0.0982869223100966,AOC1;CLDN25;CLDN9
108,GO_Cellular_Component_2021,Cul4-RING E3 ubiquitin ligase complex (GO:0080008),1/34,0.8549127313324073,0.999995988941062,0,0,0.5187262827916186,0.0813133969465335,DTL
109,GO_Cellular_Component_2021,ion channel complex (GO:0034702),1/35,0.8629278259849438,0.999995988941062,0,0,0.5034429379737376,0.0742196839210933,CHRNA6
110,GO_Cellular_Component_2021,specific granule lumen (GO:0035580),2/62,0.8633094397231604,0.999995988941062,0,0,0.570299727520436,0.0838238454986994,ORM1;AOC1
111,GO_Cellular_Component_2021,endoplasmic reticulum lumen (GO:0005788),12/285,0.8673475988933127,0.999995988941062,0,0,0.7503550528298466,0.1067871253348576,F7;PROC;CDH2;COL11A1;COL22A1;P4HA3;FN1;COL9A1;PROZ;COL10A1;DMP1;MATN3
112,GO_Cellular_Component_2021,cullin-RING ubiquitin ligase complex (GO:0031461),6/157,0.8701621780724189,0.999995988941062,0,0,0.6790101843075939,0.0944337984436812,UBE2C;CKS2;BUB1B;PRAME;NCCRP1;DTL
113,GO_Cellular_Component_2021,vesicle coat (GO:0030120),1/36,0.870500513375205,0.999995988941062,0,0,0.4890329271454498,0.0678224753477048,ENTHD1
114,GO_Cellular_Component_2021,axon (GO:0030424),8/204,0.8805278523259437,0.999995988941062,0,0,0.6970832168483831,0.0886924902357822,RET;CNTNAP2;SYT1;TUBB3;SLC1A1;KIF1A;SYT13;SCN1A
115,GO_Cellular_Component_2021,postsynaptic density (GO:0014069),5/138,0.8836357885828442,0.999995988941062,0,0,0.6424531273539039,0.0794780724018762,GRIA2;CDH2;NEURL1;SYNDIG1;CNIH2
116,GO_Cellular_Component_2021,platelet alpha granule lumen (GO:0031093),2/67,0.8906379709525422,0.999995988941062,0,0,0.5262907846014113,0.0609535522963262,ORM1;FN1
117,GO_Cellular_Component_2021,cytosolic small ribosomal subunit (GO:0022627),1/40,0.8968354329968865,0.999995988941062,0,0,0.4387826329750104,0.0477759244626102,ISG15
118,GO_Cellular_Component_2021,clathrin-coated endocytic vesicle membrane (GO:0030669),2/69,0.9000762169674736,0.999995988941062,0,0,0.5105263871378801,0.0537460910440558,SYT1;TYRP1
119,GO_Cellular_Component_2021,apical junction complex (GO:0043296),3/98,0.9122918646920576,0.999995988941062,0,0,0.5397703349282297,0.0495483868595428,AOC1;CLDN9;CLDN25
120,GO_Cellular_Component_2021,cation channel complex (GO:0034703),2/73,0.9167150361660644,0.999995988941062,0,0,0.4816619974159215,0.0418846585823248,GRIA2;CNIH2
121,GO_Cellular_Component_2021,tertiary granule membrane (GO:0070821),2/73,0.9167150361660644,0.999995988941062,0,0,0.4816619974159215,0.0418846585823248,CLEC5A;CD177
122,GO_Cellular_Component_2021,vesicle membrane (GO:0012506),2/73,0.9167150361660644,0.999995988941062,0,0,0.4816619974159215,0.0418846585823248,LAMP5;GAD1
123,GO_Cellular_Component_2021,sarcoplasmic reticulum (GO:0016529),1/45,0.9223608497946332,0.999995988941062,0,0,0.3888178518396304,0.0314237746203669,CCDC78
124,GO_Cellular_Component_2021,small ribosomal subunit (GO:0015935),1/45,0.9223608497946332,0.999995988941062,0,0,0.3888178518396304,0.0314237746203669,ISG15
125,GO_Cellular_Component_2021,cell-cell contact zone (GO:0044291),1/47,0.9307065435995424,0.999995988941062,0,0,0.3718732738893711,0.026704687234771,CDH2
126,GO_Cellular_Component_2021,microbody lumen (GO:0031907),1/49,0.9381558288122128,0.999995988941062,0,0,0.3563407441016334,0.0227485133674492,AGXT
127,GO_Cellular_Component_2021,peroxisomal matrix (GO:0005782),1/49,0.9381558288122128,0.999995988941062,0,0,0.3563407441016334,0.0227485133674492,AGXT
128,GO_Cellular_Component_2021,P-body (GO:0000932),2/80,0.9397338389783122,0.999995988941062,0,0,0.4382728987633619,0.0272424271034249,MEX3A;APOBEC3B
129,GO_Cellular_Component_2021,intermediate filament (GO:0005882),1/50,0.9415747987254022,0.999995988941062,0,0,0.3490499648135116,0.0210133271649981,KRT3
130,GO_Cellular_Component_2021,plasma membrane raft (GO:0044853),2/82,0.945110120531601,0.999995988941062,0,0,0.4272706630336058,0.0241210647828509,KIF18A;CD177
131,GO_Cellular_Component_2021,nuclear chromosome (GO:0000228),2/83,0.9476239082559104,0.999995988941062,0,0,0.4219732902748343,0.0227011404450502,TOP2A;BIRC5
132,GO_Cellular_Component_2021,basement membrane (GO:0005604),1/52,0.947856586221954,0.999995988941062,0,0,0.3353261449770471,0.0179574086949507,COL9A1
133,GO_Cellular_Component_2021,sarcolemma (GO:0042383),1/52,0.947856586221954,0.999995988941062,0,0,0.3353261449770471,0.0179574086949507,CCDC78
134,GO_Cellular_Component_2021,sperm flagellum (GO:0036126),1/52,0.947856586221954,0.999995988941062,0,0,0.3353261449770471,0.0179574086949507,DNAH8
135,GO_Cellular_Component_2021,intermediate filament cytoskeleton (GO:0045111),2/84,0.9500276958852424,0.999995988941062,0,0,0.4168051217296914,0.0213671566336968,KRT3;SLC1A6
136,GO_Cellular_Component_2021,ER to Golgi transport vesicle membrane (GO:0012507),1/54,0.9534634836184362,0.999995988941062,0,0,0.3226380851282402,0.0153750443098281,CNIH2
137,GO_Cellular_Component_2021,lysosomal lumen (GO:0043202),2/86,0.95452300488111,0.999995988941062,0,0,0.4068379395354872,0.0189356757183902,ACAN;NEU4
138,GO_Cellular_Component_2021,coated vesicle membrane (GO:0030662),1/55,0.9560368023970855,0.999995988941062,0,0,0.3166465013107481,0.0142360690278471,CNIH2
139,GO_Cellular_Component_2021,9+2 motile cilium (GO:0097729),1/57,0.9607647433898804,0.999995988941062,0,0,0.3053052890847809,0.0122200591140464,DNAH8
140,GO_Cellular_Component_2021,microvillus (GO:0005902),1/57,0.9607647433898804,0.999995988941062,0,0,0.3053052890847809,0.0122200591140464,CLRN1
141,GO_Cellular_Component_2021,azurophil granule lumen (GO:0035578),2/90,0.9623800482158692,0.999995988941062,0,0,0.3882627363553794,0.0148882630247049,PRSS2;S100A7
142,GO_Cellular_Component_2021,platelet alpha granule (GO:0031091),2/90,0.9623800482158692,0.999995988941062,0,0,0.3882627363553794,0.0148882630247049,ORM1;FN1
143,GO_Cellular_Component_2021,azurophil granule membrane (GO:0035577),1/58,0.9629346308960904,0.999995988941062,0,0,0.2999331359251122,0.0113283996138239,CEACAM6
144,GO_Cellular_Component_2021,recycling endosome membrane (GO:0055038),1/58,0.9629346308960904,0.999995988941062,0,0,0.2999331359251122,0.0113283996138239,LAMP5
145,GO_Cellular_Component_2021,neuron projection (GO:0043005),22/556,0.9631853422946484,0.999995988941062,0,0,0.6998409712189089,0.0262506305048032,RET;GABRQ;GRIA2;CNTNAP2;HTR1E;SYT1;GABRA5;EPHA8;HTR1D;CHRNA6;SLC1A1;SYT13;KISS1;CHRND;CDH2;HRH3;TUBB3;KIF1A;CNIH2;GABRD;BRINP3;SCN1A
146,GO_Cellular_Component_2021,specific granule membrane (GO:0035579),2/91,0.9641304891683268,0.999995988941062,0,0,0.3838798232454663,0.0140226045362174,CLEC5A;CD177
