,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
10,GO_Cellular_Component_2021,kinetochore microtubule (GO:0005828),2/7,0.0529429835522933,0.8823830592048899,0,0,6.870181818181818,20.18830220121855,CENPE;KIF18A
11,GO_Cellular_Component_2021,pi-body (GO:0071546),2/7,0.0529429835522933,0.8823830592048899,0,0,6.870181818181818,20.18830220121855,TDRD1;ASZ1
12,GO_Cellular_Component_2021,clathrin-sculpted gamma-aminobutyric acid transport vesicle (GO:0061200),2/8,0.0680641131491087,0.9075215086547826,0,0,5.724848484848485,15.384414974153223,SYT1;GAD1
13,GO_Cellular_Component_2021,clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane (GO:0061202),2/8,0.0680641131491087,0.9075215086547826,0,0,5.724848484848485,15.384414974153223,SYT1;GAD1
14,GO_Cellular_Component_2021,neuron to neuron synapse (GO:0098984),2/8,0.0680641131491087,0.9075215086547826,0,0,5.724848484848485,15.384414974153223,GRIA2;SLC1A1
15,GO_Cellular_Component_2021,condensed chromosome (GO:0000793),6/54,0.0754691324087255,0.930126279215988,0,0,2.1498631386861313,5.555314175525315,SGO1;CENPE;NCAPG;MKI67;CENPA;AURKB
16,GO_Cellular_Component_2021,GABA-A receptor complex (GO:1902711),3/19,0.0837113651294389,0.930126279215988,0,0,3.2214513193812557,7.990425119987401,GABRQ;GABRA5;GABRD
17,GO_Cellular_Component_2021,P granule (GO:0043186),3/19,0.0837113651294389,0.930126279215988,0,0,3.2214513193812557,7.990425119987401,TDRD1;ASZ1;MAEL
18,GO_Cellular_Component_2021,apical dendrite (GO:0097440),2/10,0.1017554122307191,0.99999598663394,0,0,4.293181818181818,9.810707242868572,NEURL1;SLC1A1
19,GO_Cellular_Component_2021,voltage-gated potassium channel complex (GO:0008076),7/73,0.1066632874774829,0.99999598663394,0,0,1.824048706240487,4.082363740494152,CNTNAP2;KCNF1;KCNG3;KCNJ6;LRRC52;KCNH1;KCNJ3
20,GO_Cellular_Component_2021,chitosome (GO:0045009),2/12,0.1389315680307264,0.99999598663394,0,0,3.434181818181818,6.778298040172104,TYRP1;TYR
21,GO_Cellular_Component_2021,melanosome membrane (GO:0033162),2/12,0.1389315680307264,0.99999598663394,0,0,3.434181818181818,6.778298040172104,TYRP1;TYR
22,GO_Cellular_Component_2021,pigment granule membrane (GO:0090741),2/12,0.1389315680307264,0.99999598663394,0,0,3.434181818181818,6.778298040172104,TYRP1;TYR
23,GO_Cellular_Component_2021,potassium channel complex (GO:0034705),7/80,0.1512489467705551,0.99999598663394,0,0,1.6485269281291048,3.1137840606229923,CNTNAP2;KCNF1;KCNG3;KCNJ6;LRRC52;KCNH1;KCNJ3
24,GO_Cellular_Component_2021,Golgi lumen (GO:0005796),8/100,0.1859464366661239,0.99999598663394,0,0,1.4947937365869168,2.514686453131202,F7;MMP11;ACAN;PROC;MUC2;MUC19;PROZ;MUC5AC
25,GO_Cellular_Component_2021,germ plasm (GO:0060293),2/15,0.1988091051014537,0.99999598663394,0,0,2.641258741258741,4.266716273168543,TDRD1;MAEL
26,GO_Cellular_Component_2021,muscle myosin complex (GO:0005859),2/15,0.1988091051014537,0.99999598663394,0,0,2.641258741258741,4.266716273168543,MYH6;MYH7
27,GO_Cellular_Component_2021,dense core granule (GO:0031045),2/16,0.2194114260774453,0.99999598663394,0,0,2.4524675324675327,3.719919071348788,SYT1;KIF1A
28,GO_Cellular_Component_2021,anchored component of plasma membrane (GO:0046658),4/46,0.2467664139150718,0.99999598663394,0,0,1.6355277994622257,2.2886154465065074,NTNG1;RTBDN;ULBP1;CD177
29,GO_Cellular_Component_2021,bleb (GO:0032059),1/5,0.2467886904846365,0.99999598663394,0,0,4.290190735694823,6.002932747864151,ANLN
30,GO_Cellular_Component_2021,clathrin-sculpted monoamine transport vesicle (GO:0070081),1/5,0.2467886904846365,0.99999598663394,0,0,4.290190735694823,6.002932747864151,SYT1
31,GO_Cellular_Component_2021,clathrin-sculpted monoamine transport vesicle membrane (GO:0070083),1/5,0.2467886904846365,0.99999598663394,0,0,4.290190735694823,6.002932747864151,SYT1
32,GO_Cellular_Component_2021,Cul4B-RING E3 ubiquitin ligase complex (GO:0031465),1/5,0.2467886904846365,0.99999598663394,0,0,4.290190735694823,6.002932747864151,DTL
33,GO_Cellular_Component_2021,cytoplasmic side of lysosomal membrane (GO:0098574),1/5,0.2467886904846365,0.99999598663394,0,0,4.290190735694823,6.002932747864151,EEF1A2
34,GO_Cellular_Component_2021,deuterosome (GO:0098536),1/5,0.2467886904846365,0.99999598663394,0,0,4.290190735694823,6.002932747864151,CCDC78
35,GO_Cellular_Component_2021,neuronal dense core vesicle (GO:0098992),1/5,0.2467886904846365,0.99999598663394,0,0,4.290190735694823,6.002932747864151,KIF1A
36,GO_Cellular_Component_2021,piP-body (GO:0071547),1/5,0.2467886904846365,0.99999598663394,0,0,4.290190735694823,6.002932747864151,MAEL
37,GO_Cellular_Component_2021,anaphase-promoting complex (GO:0005680),2/19,0.2818877781074842,0.99999598663394,0,0,2.0193582887700536,2.557004834755285,UBE2C;BUB1B
38,GO_Cellular_Component_2021,supramolecular fiber (GO:0099512),2/19,0.2818877781074842,0.99999598663394,0,0,2.0193582887700536,2.557004834755285,FBN2;MYH7
39,GO_Cellular_Component_2021,myosin filament (GO:0032982),1/6,0.2883009534274967,0.99999598663394,0,0,3.43197093551317,4.268515111524957,MYH7
40,GO_Cellular_Component_2021,AMPA glutamate receptor complex (GO:0032281),2/20,0.3026951504954482,0.99999598663394,0,0,1.9070707070707071,2.2790049600232987,GRIA2;CNIH2
41,GO_Cellular_Component_2021,G protein-coupled receptor dimeric complex (GO:0038037),1/7,0.3275272807290549,0.99999598663394,0,0,2.8598244020587344,3.1920900328787596,GABBR2
42,GO_Cellular_Component_2021,integral component of postsynaptic membrane (GO:0099055),1/7,0.3275272807290549,0.99999598663394,0,0,2.8598244020587344,3.1920900328787596,CDH2
43,GO_Cellular_Component_2021,integral component of presynaptic membrane (GO:0099056),1/7,0.3275272807290549,0.99999598663394,0,0,2.8598244020587344,3.1920900328787596,CDH2
44,GO_Cellular_Component_2021,polymeric cytoskeletal fiber (GO:0099513),16/256,0.3379065659433803,0.99999598663394,0,0,1.14536525475752,1.2427050988845365,KRT3;KIF14;KIF23;KIF11;KIF15;CENPE;KIF18A;KIF18B;KIFC1;TUBB3;KIF26B;KIF2C;KIF20A;KIF1A;FSD1;MISP
45,GO_Cellular_Component_2021,SUMO ligase complex (GO:0106068),1/8,0.36459344240439,0.99999598663394,0,0,2.451148306734138,2.4731409962359243,SUMO4
46,GO_Cellular_Component_2021,intrinsic component of external side of plasma membrane (GO:0031233),2/24,0.3843372868780704,0.99999598663394,0,0,1.56,1.4917262266516829,RTBDN;CEACAM5
47,GO_Cellular_Component_2021,pigment granule (GO:0048770),2/24,0.3843372868780704,0.99999598663394,0,0,1.56,1.4917262266516829,TYRP1;TYR
48,GO_Cellular_Component_2021,chromosome (GO:0005694),10/160,0.3875003778759015,0.99999598663394,0,0,1.1445665445665445,1.0850930985848497,TOP2A;CENPE;CDCA2;CDCA5;NCAPG;BIRC5;ESCO2;HORMAD1;TRIP13;MKI67
49,GO_Cellular_Component_2021,exocytic vesicle membrane (GO:0099501),3/41,0.3950638218494847,0.99999598663394,0,0,1.3548201714477277,1.2582322678783395,SYT1;SYNDIG1;SYNGR3
50,GO_Cellular_Component_2021,synaptic vesicle membrane (GO:0030672),3/41,0.3950638218494847,0.99999598663394,0,0,1.3548201714477277,1.2582322678783395,SYT1;SYNDIG1;SYNGR3
51,GO_Cellular_Component_2021,outer dynein arm (GO:0036157),1/9,0.3996182946991912,0.99999598663394,0,0,2.1446412352406905,1.9671624164622357,DNAH8
52,GO_Cellular_Component_2021,"transferase complex, transferring phosphorus-containing groups (GO:0061695)",1/9,0.3996182946991912,0.99999598663394,0,0,2.1446412352406905,1.9671624164622357,TERT
53,GO_Cellular_Component_2021,excitatory synapse (GO:0060076),2/25,0.4041386348836331,0.99999598663394,0,0,1.492094861660079,1.3518339223237406,GRIA2;SYNDIG1
54,GO_Cellular_Component_2021,myofibril (GO:0030016),2/27,0.442783010190666,0.99999598663394,0,0,1.372581818181818,1.1182087075343976,MYH6;MYH7
55,GO_Cellular_Component_2021,melanosome (GO:0042470),2/28,0.4615780815511046,0.99999598663394,0,0,1.3197202797202796,1.0202810912146374,TYRP1;TYR
56,GO_Cellular_Component_2021,cell cortex region (GO:0099738),1/11,0.4639871855161477,0.99999598663394,0,0,1.7155313351498638,1.3173536723012638,ANLN
57,GO_Cellular_Component_2021,Cul4A-RING E3 ubiquitin ligase complex (GO:0031464),1/11,0.4639871855161477,0.99999598663394,0,0,1.7155313351498638,1.3173536723012638,DTL
58,GO_Cellular_Component_2021,intracellular vesicle (GO:0097708),1/11,0.4639871855161477,0.99999598663394,0,0,1.7155313351498638,1.3173536723012638,TYRP1
59,GO_Cellular_Component_2021,microfibril (GO:0001527),1/11,0.4639871855161477,0.99999598663394,0,0,1.7155313351498638,1.3173536723012638,FBN2
60,GO_Cellular_Component_2021,dendrite membrane (GO:0032590),2/29,0.4799957482232827,0.99999598663394,0,0,1.2707744107744108,0.932720502391169,LAMP5;GABRA5
61,GO_Cellular_Component_2021,secretory vesicle (GO:0099503),2/29,0.4799957482232827,0.99999598663394,0,0,1.2707744107744108,0.932720502391169,SYT1;SYT13
62,GO_Cellular_Component_2021,clathrin vesicle coat (GO:0030125),1/12,0.4935376825508705,0.99999598663394,0,0,1.5594913714804723,1.101244290709009,ENTHD1
63,GO_Cellular_Component_2021,acrosomal vesicle (GO:0001669),3/48,0.4974765366385117,0.99999598663394,0,0,1.1436457385501972,0.7985013298361358,IL4I1;PATE4;KNL1
64,GO_Cellular_Component_2021,exocytic vesicle (GO:0070382),2/30,0.4980205156273736,0.99999598663394,0,0,1.2253246753246754,0.8541909940061985,SYT1;SYT13
65,GO_Cellular_Component_2021,catenin complex (GO:0016342),2/31,0.5156397385972269,0.99999598663394,0,0,1.1830094043887147,0.783562657042709,CDH2;CDH7
66,GO_Cellular_Component_2021,acrosomal membrane (GO:0002080),1/13,0.5214604468824103,0.99999598663394,0,0,1.429458068422646,0.9307513853279454,TMEM190
67,GO_Cellular_Component_2021,spanning component of plasma membrane (GO:0044214),1/13,0.5214604468824103,0.99999598663394,0,0,1.429458068422646,0.9307513853279454,SLC24A2
68,GO_Cellular_Component_2021,collagen-containing extracellular matrix (GO:0062023),21/380,0.5267186205490856,0.99999598663394,0,0,1.003195225714352,0.6431372233008704,FBN2;LRRC15;ADAMDEC1;PRSS1;ORM1;POSTN;COL11A1;FN1;SULF1;HAPLN1;ADAMTS20;COMP;F7;ACAN;MUC2;CDH2;COL9A1;COL10A1;COL6A5;MATN3;S100A7
69,GO_Cellular_Component_2021,ionotropic glutamate receptor complex (GO:0008328),2/32,0.5328433548050294,0.99999598663394,0,0,1.1435151515151516,0.7198745678062365,GRIA2;CNIH2
70,GO_Cellular_Component_2021,acetylcholine-gated channel complex (GO:0005892),1/14,0.5478450620419838,0.99999598663394,0,0,1.3194298889121778,0.793983778849403,CHRNA6
71,GO_Cellular_Component_2021,glial cell projection (GO:0097386),1/14,0.5478450620419838,0.99999598663394,0,0,1.3194298889121778,0.793983778849403,SLC1A1
72,GO_Cellular_Component_2021,clathrin coat (GO:0030118),1/15,0.5727761854198624,0.99999598663394,0,0,1.2251200207603476,0.6827106767162169,ENTHD1
73,GO_Cellular_Component_2021,integral component of postsynaptic specialization membrane (GO:0099060),1/15,0.5727761854198624,0.99999598663394,0,0,1.2251200207603476,0.6827106767162169,CDH2
74,GO_Cellular_Component_2021,keratin filament (GO:0045095),1/15,0.5727761854198624,0.99999598663394,0,0,1.2251200207603476,0.6827106767162169,KRT3
75,GO_Cellular_Component_2021,PRC1 complex (GO:0035102),1/15,0.5727761854198624,0.99999598663394,0,0,1.2251200207603476,0.6827106767162169,CBX2
76,GO_Cellular_Component_2021,protein phosphatase type 2A complex (GO:0000159),1/17,0.6185935652963778,0.99999598663394,0,0,1.071866485013624,0.5148247837689579,PPP2R2C
77,GO_Cellular_Component_2021,voltage-gated sodium channel complex (GO:0001518),1/17,0.6185935652963778,0.99999598663394,0,0,1.071866485013624,0.5148247837689579,SCN1A
78,GO_Cellular_Component_2021,neuromuscular junction (GO:0031594),2/38,0.6270412074843791,0.99999598663394,0,0,0.9526262626262626,0.4446316576474149,CHRND;SYNGR3
79,GO_Cellular_Component_2021,dendrite (GO:0030425),14/270,0.6313576588806341,0.99999598663394,0,0,0.9370260799632352,0.4309221437927432,GRIA2;CNTNAP2;HTR1E;GABRA5;SLC1A1;HTR1D;ZNF804A;LAMP5;HRH3;TUBB3;NEURL1;KIF1A;CNIH2;BRINP3
80,GO_Cellular_Component_2021,Cul2-RING ubiquitin ligase complex (GO:0031462),1/19,0.6595012442315534,0.99999598663394,0,0,0.95266929054395,0.396568998553713,PRAME
81,GO_Cellular_Component_2021,anchored component of external side of plasma membrane (GO:0031362),1/20,0.6782804936244208,0.99999598663394,0,0,0.9024809981356662,0.3503380417721889,RTBDN
82,GO_Cellular_Component_2021,postsynaptic density membrane (GO:0098839),1/20,0.6782804936244208,0.99999598663394,0,0,0.9024809981356662,0.3503380417721889,SYNDIG1
83,GO_Cellular_Component_2021,spanning component of membrane (GO:0089717),1/20,0.6782804936244208,0.99999598663394,0,0,0.9024809981356662,0.3503380417721889,SLC24A2
84,GO_Cellular_Component_2021,cortical actin cytoskeleton (GO:0030864),2/42,0.681215416519245,0.99999598663394,0,0,0.8571818181818182,0.3290521268370122,CDH2;MISP
85,GO_Cellular_Component_2021,cornified envelope (GO:0001533),2/43,0.6937105718942909,0.99999598663394,0,0,0.836230598669623,0.3058099052689732,FLG2;IVL
86,GO_Cellular_Component_2021,connexin complex (GO:0005922),1/21,0.69602490910388,0.99999598663394,0,0,0.8573115349682107,0.3106638354799021,GJB2
87,GO_Cellular_Component_2021,postsynaptic specialization membrane (GO:0099634),1/21,0.69602490910388,0.99999598663394,0,0,0.8573115349682107,0.3106638354799021,SYNDIG1
88,GO_Cellular_Component_2021,clathrin-coated vesicle membrane (GO:0030665),4/90,0.737700438359193,0.99999598663394,0,0,0.7968822806794594,0.2424254928825395,SYT1;GAD1;TYRP1;ENTHD1
89,GO_Cellular_Component_2021,Golgi-associated vesicle (GO:0005798),2/47,0.7396867780294457,0.99999598663394,0,0,0.7617373737373737,0.2296854936643544,CNGA2;TYR
90,GO_Cellular_Component_2021,gap junction (GO:0005921),1/24,0.743603409711723,0.99999598663394,0,0,0.7453698219010386,0.2208138999025961,GJB2
91,GO_Cellular_Component_2021,Golgi-associated vesicle membrane (GO:0030660),1/24,0.743603409711723,0.99999598663394,0,0,0.7453698219010386,0.2208138999025961,CNGA2
92,GO_Cellular_Component_2021,asymmetric synapse (GO:0032279),6/133,0.7477601280725011,0.99999598663394,0,0,0.809141329961492,0.2351955676069572,GRIA2;CDH2;SLC1A1;NEURL1;SYNDIG1;CNIH2
93,GO_Cellular_Component_2021,sodium channel complex (GO:0034706),1/25,0.7577477555327212,0.99999598663394,0,0,0.7142749016046018,0.1981432326998514,SCN1A
94,GO_Cellular_Component_2021,endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116),2/49,0.7603796269190632,0.99999598663394,0,0,0.7292456479690522,0.1997677014766452,LAMP5;CNIH2
95,GO_Cellular_Component_2021,early endosome membrane (GO:0031901),4/97,0.7887858208265367,0.99999598663394,0,0,0.7366276906202871,0.1747726184498742,LAMP5;SYNDIG1;KREMEN2;KCNH1
96,GO_Cellular_Component_2021,bicellular tight junction (GO:0005923),3/78,0.8110357106993128,0.99999598663394,0,0,0.6850955414012739,0.14348859764269,AOC1;CLDN25;CLDN9
97,GO_Cellular_Component_2021,tertiary granule lumen (GO:1904724),2/55,0.8140980524891736,0.99999598663394,0,0,0.646483704974271,0.132965188620038,FLG2;ORM1
98,GO_Cellular_Component_2021,ciliary membrane (GO:0060170),1/31,0.827664481939142,0.99999598663394,0,0,0.571238268240993,0.108048245653016,CNGA2
99,GO_Cellular_Component_2021,Golgi stack (GO:0005795),1/31,0.827664481939142,0.99999598663394,0,0,0.571238268240993,0.108048245653016,MARCHF4
100,GO_Cellular_Component_2021,intercalated disc (GO:0014704),1/31,0.827664481939142,0.99999598663394,0,0,0.571238268240993,0.108048245653016,CDH2
101,GO_Cellular_Component_2021,cortical cytoskeleton (GO:0030863),2/58,0.8366997231371599,0.99999598663394,0,0,0.6117532467532467,0.1090695026235584,CDH2;MISP
102,GO_Cellular_Component_2021,filopodium (GO:0030175),2/58,0.8366997231371599,0.99999598663394,0,0,0.6117532467532467,0.1090695026235584,TUBB3;ERMN
103,GO_Cellular_Component_2021,SCF ubiquitin ligase complex (GO:0019005),2/58,0.8366997231371599,0.99999598663394,0,0,0.6117532467532467,0.1090695026235584,CKS2;NCCRP1
104,GO_Cellular_Component_2021,actin-based cell projection (GO:0098858),3/83,0.8428529035388074,0.99999598663394,0,0,0.6421064604185623,0.1097763362577696,TUBB3;ERMN;CLRN1
105,GO_Cellular_Component_2021,transport vesicle membrane (GO:0030658),2/60,0.8503553190690615,0.99999598663394,0,0,0.5905956112852665,0.0957361358838905,SYT1;CNIH2
106,GO_Cellular_Component_2021,clathrin-coated endocytic vesicle (GO:0045334),3/85,0.8542192089859533,0.99999598663394,0,0,0.6263787478639118,0.0986968914720229,CEMIP;SYT1;TYRP1
107,GO_Cellular_Component_2021,tight junction (GO:0070160),3/85,0.8542192089859533,0.99999598663394,0,0,0.6263787478639118,0.0986968914720229,AOC1;CLDN25;CLDN9
108,GO_Cellular_Component_2021,Cul4-RING E3 ubiquitin ligase complex (GO:0080008),1/34,0.8546512326604855,0.99999598663394,0,0,0.5192249470178626,0.0815504090839148,DTL
109,GO_Cellular_Component_2021,ion channel complex (GO:0034702),1/35,0.8626734938221642,0.99999598663394,0,0,0.5039269113640007,0.0744395784358329,CHRNA6
110,GO_Cellular_Component_2021,specific granule lumen (GO:0035580),2/62,0.8629627051711802,0.99999598663394,0,0,0.5708484848484848,0.0841338212967376,ORM1;AOC1
111,GO_Cellular_Component_2021,endoplasmic reticulum lumen (GO:0005788),12/285,0.8665810147678159,0.99999598663394,0,0,0.7510837786067144,0.1075549549761011,F7;PROC;CDH2;COL11A1;COL22A1;P4HA3;FN1;COL9A1;PROZ;COL10A1;DMP1;MATN3
112,GO_Cellular_Component_2021,cullin-RING ubiquitin ligase complex (GO:0031461),6/157,0.8696120662577888,0.99999598663394,0,0,0.679665973799971,0.0949548198334369,UBE2C;CKS2;BUB1B;PRAME;NCCRP1;DTL
113,GO_Cellular_Component_2021,vesicle coat (GO:0030120),1/36,0.8702533539782517,0.99999598663394,0,0,0.4895030491760737,0.0680266784440693,ENTHD1
114,GO_Cellular_Component_2021,axon (GO:0030424),8/204,0.8799327905264297,0.99999598663394,0,0,0.6977577136887662,0.0892500139009685,RET;CNTNAP2;SYT1;TUBB3;SLC1A1;KIF1A;SYT13;SCN1A
115,GO_Cellular_Component_2021,postsynaptic density (GO:0014069),5/138,0.8831622394604365,0.99999598663394,0,0,0.6430730426796252,0.0798994838715256,GRIA2;CDH2;NEURL1;SYNDIG1;CNIH2
116,GO_Cellular_Component_2021,platelet alpha granule lumen (GO:0031093),2/67,0.8903328079164465,0.99999598663394,0,0,0.5267972027972028,0.061192733932125,ORM1;FN1
117,GO_Cellular_Component_2021,cytosolic small ribosomal subunit (GO:0022627),1/40,0.8966166127718868,0.99999598663394,0,0,0.439204452828431,0.0479290286603913,ISG15
118,GO_Cellular_Component_2021,clathrin-coated endocytic vesicle membrane (GO:0030669),2/69,0.8997872040113752,0.99999598663394,0,0,0.5110176390773405,0.0539619212537413,SYT1;TYRP1
119,GO_Cellular_Component_2021,apical junction complex (GO:0043296),3/98,0.9119755063916964,0.99999598663394,0,0,0.5402902159858244,0.0497835001231828,AOC1;CLDN9;CLDN25
120,GO_Cellular_Component_2021,cation channel complex (GO:0034703),2/73,0.916457112179035,0.99999598663394,0,0,0.4821254801536491,0.042060630754918,GRIA2;CNIH2
121,GO_Cellular_Component_2021,tertiary granule membrane (GO:0070821),2/73,0.916457112179035,0.99999598663394,0,0,0.4821254801536491,0.042060630754918,CLEC5A;CD177
122,GO_Cellular_Component_2021,vesicle membrane (GO:0012506),2/73,0.916457112179035,0.99999598663394,0,0,0.4821254801536491,0.042060630754918,LAMP5;GAD1
123,GO_Cellular_Component_2021,sarcoplasmic reticulum (GO:0016529),1/45,0.9221755384517256,0.99999598663394,0,0,0.3891916439600363,0.0315321843091147,CCDC78
124,GO_Cellular_Component_2021,small ribosomal subunit (GO:0015935),1/45,0.9221755384517256,0.99999598663394,0,0,0.3891916439600363,0.0315321843091147,ISG15
125,GO_Cellular_Component_2021,cell-cell contact zone (GO:0044291),1/47,0.930533783585798,0.99999598663394,0,0,0.3722307783437981,0.0267994608755449,CDH2
126,GO_Cellular_Component_2021,microbody lumen (GO:0031907),1/49,0.937995063505774,0.99999598663394,0,0,0.3566833181955798,0.0228315106312886,AGXT
127,GO_Cellular_Component_2021,peroxisomal matrix (GO:0005782),1/49,0.937995063505774,0.99999598663394,0,0,0.3566833181955798,0.0228315106312886,AGXT
128,GO_Cellular_Component_2021,P-body (GO:0000932),2/80,0.939525515170519,0.99999598663394,0,0,0.4386946386946387,0.0273659041585844,MEX3A;APOBEC3B
129,GO_Cellular_Component_2021,intermediate filament (GO:0005882),1/50,0.9414198136235312,0.99999598663394,0,0,0.3493855307790691,0.0210910430286411,KRT3
130,GO_Cellular_Component_2021,plasma membrane raft (GO:0044853),2/82,0.9449147163600708,0.99999598663394,0,0,0.4276818181818181,0.0242327096243291,KIF18A;CD177
131,GO_Cellular_Component_2021,nuclear chromosome (GO:0000228),2/83,0.9474347474158356,0.99999598663394,0,0,0.4223793490460157,0.0228073074913004,TOP2A;BIRC5
132,GO_Cellular_Component_2021,basement membrane (GO:0005604),1/52,0.9477127174987496,0.99999598663394,0,0,0.3356485191715196,0.0180256221791346,COL9A1
133,GO_Cellular_Component_2021,sarcolemma (GO:0042383),1/52,0.9477127174987496,0.99999598663394,0,0,0.3356485191715196,0.0180256221791346,CCDC78
134,GO_Cellular_Component_2021,sperm flagellum (GO:0036126),1/52,0.9477127174987496,0.99999598663394,0,0,0.3356485191715196,0.0180256221791346,DNAH8
135,GO_Cellular_Component_2021,intermediate filament cytoskeleton (GO:0045111),2/84,0.9498446331689278,0.99999598663394,0,0,0.4172062084257206,0.0214681180349336,KRT3;SLC1A6
136,GO_Cellular_Component_2021,ER to Golgi transport vesicle membrane (GO:0012507),1/54,0.953330133080502,0.99999598663394,0,0,0.3229482631569927,0.0154349959906785,CNIH2
137,GO_Cellular_Component_2021,lysosomal lumen (GO:0043202),2/86,0.954351702787257,0.99999598663394,0,0,0.4072294372294372,0.0190269868068835,ACAN;NEU4
138,GO_Cellular_Component_2021,coated vesicle membrane (GO:0030662),1/55,0.9559084863766524,0.99999598663394,0,0,0.3169509200390217,0.0142922982836735,CNIH2
139,GO_Cellular_Component_2021,9+2 motile cilium (GO:0097729),1/57,0.9606460509080084,0.99999598663394,0,0,0.3055988062800052,0.0122695632296642,DNAH8
140,GO_Cellular_Component_2021,microvillus (GO:0005902),1/57,0.9606460509080084,0.99999598663394,0,0,0.3055988062800052,0.0122695632296642,CLRN1
141,GO_Cellular_Component_2021,azurophil granule lumen (GO:0035578),2/90,0.9622305391184842,0.99999598663394,0,0,0.3886363636363636,0.0149629707838127,PRSS2;S100A7
142,GO_Cellular_Component_2021,platelet alpha granule (GO:0031091),2/90,0.9622305391184842,0.99999598663394,0,0,0.3886363636363636,0.0149629707838127,ORM1;FN1
143,GO_Cellular_Component_2021,neuron projection (GO:0043005),22/556,0.9627834419176396,0.99999598663394,0,0,0.7005271188791788,0.0265687316612872,RET;GABRQ;GRIA2;CNTNAP2;HTR1E;SYT1;GABRA5;EPHA8;HTR1D;CHRNA6;SLC1A1;SYT13;KISS1;CHRND;CDH2;HRH3;TUBB3;KIF1A;CNIH2;GABRD;BRINP3;SCN1A
144,GO_Cellular_Component_2021,azurophil granule membrane (GO:0035577),1/58,0.9628205298444892,0.99999598663394,0,0,0.3002214892362605,0.0113748669110512,CEACAM6
145,GO_Cellular_Component_2021,recycling endosome membrane (GO:0055038),1/58,0.9628205298444892,0.99999598663394,0,0,0.3002214892362605,0.0113748669110512,LAMP5
146,GO_Cellular_Component_2021,specific granule membrane (GO:0035579),2/91,0.9639860737754898,0.99999598663394,0,0,0.3842492339121552,0.0140936589232912,CLEC5A;CD177
147,GO_Cellular_Component_2021,caveola (GO:0005901),1/60,0.9668159476362506,0.99999598663394,0,0,0.2900137009498298,0.0097871315205075,KIF18A
