id	filename	md5	size	state
26caf8b1-0202-4656-9bb9-4a80ffc94118	1516c4ec-98c0-41dc-9ad1-86cc05305fc1.rna_seq.augmented_star_gene_counts.tsv	bd56038053d2c9c610dd9e3df19f9f68	4239546	released
e7789185-2581-4846-bafd-8b920edc0973	a29c8616-0f82-4515-870e-68887a628c92.rna_seq.augmented_star_gene_counts.tsv	f3314076ce96e2786a4d46d1bf9b23e0	4251898	released
d9ea5bde-aa1a-4210-976f-b2f67c6d0191	5b858b45-79a5-4857-b59e-8c56a8b04320.rna_seq.augmented_star_gene_counts.tsv	091a016b51debcab3ae66d44f07e0bdc	4254090	released
ed797859-4d7e-40e6-bae3-54ef15ad0f0a	22190dbc-a176-4f26-96d8-c2d2667b64ae.rna_seq.augmented_star_gene_counts.tsv	0fde20012b55ad00ff2e35d528131f3b	4225673	released
7e915086-4926-4670-9f43-e35e2d04d6c5	a091a049-ebb1-465c-bf2e-b2abd72e4901.rna_seq.augmented_star_gene_counts.tsv	0b069131bacfafbc6dfe82e2946068f2	4263010	released
a629c407-5141-454c-bb69-ba7e58d1febc	5a277308-f1bc-47b3-a397-aeabe9db8dc6.rna_seq.augmented_star_gene_counts.tsv	ebcd993f94f6ecdd485420e86c3c38d1	4236454	released
526d750f-3cab-4379-9b3e-1b7f9fa84528	8909b639-c15f-4935-a698-6de79c3d0433.rna_seq.augmented_star_gene_counts.tsv	e3521d1508f03efc94b800ad59d6dab3	4238328	released
59c3cb45-ca6e-40ad-a3f0-9b496b934aa5	7abc395f-72e4-4835-8aef-aaca2f8a34b0.rna_seq.augmented_star_gene_counts.tsv	ff0bb159b48733cced3c6d0b19bc87ae	4240841	released
fb397586-1b5b-40e0-a885-8663f9c76f6d	706fb35c-d467-4f93-b5ea-0cd841533655.rna_seq.augmented_star_gene_counts.tsv	d4b3848991960ef0bcb34cf352cc60ec	4228339	released
1341b934-ead3-4c4a-bd84-09084895fa83	6ddab78f-8bf5-43ef-847b-f68c15475d46.rna_seq.augmented_star_gene_counts.tsv	783496a60f6b4d55af112aa1fd8a76ea	4231620	released
cc7f30ec-5369-45ec-80cb-68534838a655	cc66d11a-33c0-4247-9072-6e7c0d0b6112.rna_seq.augmented_star_gene_counts.tsv	d49025f52acc466d3422baae1c3319e1	4242388	released
bf6e2b60-d65b-4963-8e8e-49ab3f93c3e1	c9f641bc-d9fe-4cd6-8e73-bbf6935aee52.rna_seq.augmented_star_gene_counts.tsv	5815b5ad5ccd1a921c59f7feb719d239	4255631	released
ce53c8d2-5655-4fde-b134-1ef5a269e569	078420d8-5079-4a98-81d7-3a4b84e9d0ad.rna_seq.augmented_star_gene_counts.tsv	74928451a13b28d75dd7ba705d2accd8	4218046	released
0b798fe4-1c51-4c36-afc8-5bee39fd6077	e3142cf7-334f-4f34-a5da-53ffa4e1ba33.rna_seq.augmented_star_gene_counts.tsv	eb5e843b2164dcee88d5eda0fb11c0dc	4252966	released
ddb7443e-0dda-40f1-9652-adc025804c85	4c6f18b9-eb4c-4b7f-90ee-0c3194407be7.rna_seq.augmented_star_gene_counts.tsv	e372e9c8813dc7e7e6fdab3d4251ad81	4244256	released
